14387,-125.52,0.71,-3.07,-0.01,0,1,0.34,0.3,-0.17,-0.02,-0.03,0.44,-0.01,0.1,0.27,0,-0.6,0.93,0,-2.32,3.19,1021.63,1000,1000,1003.42,206.38,0,3.76
14395,-125.6,0.71,-3.03,-0.01,0,1,0.03,0.06,0.13,-0.01,0.07,0.47,-0.01,0.07,0.38,0,-0.6,0.92,0,-2.32,3.17,1021.55,1000,1000,1003.35,206.76,0,3.77
14449,-125.84,0.71,-2.96,-0.01,0,1,-0.09,0.06,-0.42,-0.01,0.05,0.55,-0.04,0.03,0.29,0,-0.6,0.91,0,-2.32,3.15,1021.45,1000,1000,1003.27,205.28,0,3.77
14457,-125.93,0.74,-2.94,-0.01,0,1,-0.46,0.12,0.32,-0.08,0.03,0.57,-0.17,-0.04,0.5,0,-0.6,0.91,0.01,-2.33,3.14,1021.38,1000,1000,1003.21,207.01,0,3.66
14472,-126.01,0.78,-2.95,-0.01,0,0.99,-0.03,0.3,0.19,-0.13,-0.03,0.63,-0.16,0.03,0.52,0,-0.61,0.91,0.01,-2.34,3.14,1021.45,1000,1000,1003.15,205.52,0,3.77
14488,-126.04,0.79,-2.94,-0.01,0,1,-0.21,-0.12,-0.23,-0.12,0.02,0.65,-0.1,-0.05,0.41,0,-0.61,0.91,0.01,-2.34,3.14,1021.47,1000,1000,1003.15,206.57,0,3.76
14502,-126.1,0.8,-2.95,-0.01,0.01,1,-0.21,0.12,0.26,-0.08,-0.04,0.57,-0.12,-0.05,0.48,0,-0.61,0.91,0.01,-2.35,3.14,1021.49,1000,1000,1003.12,206.56,0,3.77
14510,-126.14,0.81,-2.94,-0.01,0.01,1,0.03,-0.06,0.74,-0.05,-0.01,0.48,-0.02,-0.01,0.55,0,-0.61,0.91,0,-2.36,3.13,1021.51,1000,1000,1003.06,208.37,0,3.76
14516,-126.16,0.81,-2.95,-0.01,0,1,-0.09,-0.06,-0.05,-0.01,-0.06,0.41,-0.01,-0.08,0.29,0,-0.61,0.91,0,-2.35,3.15,1021.56,1000,1000,1003.13,208.37,0,3.76
14522,-126.2,0.81,-2.95,-0.01,0,1,-0.03,0.12,-0.05,0,-0.01,0.43,-0.03,0.01,0.3,0,-0.61,0.91,0,-2.36,3.15,1021.57,1000,1000,1003.12,206.23,0,3.76
14531,-126.23,0.82,-2.95,-0.01,0,1,0.21,-0.31,-0.23,-0.05,0.02,0.54,0.06,0,0.33,0,-0.61,0.91,0,-2.36,3.14,1021.58,1000,1000,1003.08,206.83,0,3.76
14537,-126.26,0.82,-2.94,-0.01,0.01,1,-0.21,-0.06,0.19,-0.02,0.06,0.7,-0.05,-0.01,0.56,0,-0.61,0.91,0.01,-2.36,3.13,1021.51,1000,1000,1003.05,206.43,0,3.76
14543,-126.28,0.82,-2.94,-0.01,0,0.99,-0.09,-0.06,-0.11,-0.01,0,0.59,-0.01,-0.03,0.4,0,-0.61,0.91,0,-2.36,3.14,1021.55,1000,1000,1003.08,207.87,0,3.76
14546,-126.31,0.82,-2.95,-0.01,0.01,0.99,0.03,0.36,-0.29,0.02,-0.09,0.56,-0.05,0.01,0.33,0,-0.61,0.91,0.01,-2.36,3.14,1021.56,1000,1000,1003.1,206.88,0,3.76
14555,-126.34,0.83,-2.94,-0.01,0,1,0.15,0.18,-0.42,-0.09,-0.04,0.46,-0.07,0.04,0.22,0,-0.62,0.91,0.01,-2.36,3.15,1021.59,1000,1000,1003.11,209.06,0,3.76
14561,-126.37,0.84,-2.94,-0.01,0,1,0.03,0,0.13,-0.06,0.03,0.48,-0.03,0.03,0.38,0,-0.62,0.91,0.01,-2.37,3.14,1021.57,1000,1000,1003.06,208.41,0,3.76
14567,-126.39,0.84,-2.94,-0.01,0,0.99,0.34,0.3,0.13,0,0.04,0.56,0.01,0.15,0.44,0,-0.62,0.91,0.01,-2.37,3.14,1021.6,1000,1000,1003.02,208.7,0,3.76
14570,-126.42,0.84,-2.94,-0.01,0,1,-0.03,0.12,0.32,-0.03,-0.01,0.68,-0.05,0.01,0.58,0,-0.62,0.91,0.01,-2.37,3.13,1021.52,1000,1000,1003.02,206.65,0,3.76
14577,-126.45,0.84,-2.93,-0.01,0,1,-0.15,-0.19,0.5,-0.03,-0.02,0.73,-0.01,-0.08,0.67,0,-0.62,0.91,0.01,-2.36,3.12,1021.5,1000,1000,1003.01,206.21,0,3.76
14585,-126.49,0.84,-2.93,-0.01,0,1,0.27,0.18,-0.29,0.06,-0.02,0.65,0.06,0.07,0.4,0,-0.62,0.91,0,-2.37,3.14,1021.58,1000,1000,1003.02,205.57,0,3.77
14591,-126.52,0.83,-2.93,-0.01,0,1,-0.09,-0.06,-0.17,0.07,0,0.59,0.05,-0.03,0.39,0,-0.62,0.91,0,-2.36,3.14,1021.55,1000,1000,1003.04,206.19,0,3.76
14634,-126.73,0.8,-2.93,-0.01,0,0.99,-0.28,-0.12,-0.66,0.02,-0.03,0.47,-0.01,-0.1,0.16,0,-0.61,0.91,0.01,-2.35,3.15,1021.52,1000,1000,1003.16,206.65,0,3.76
14640,-126.81,0.81,-2.97,-0.01,0,1,0.46,-0.49,0.68,-0.03,-0.1,0.37,0.16,-0.08,0.46,0,-0.61,0.91,0,-2.35,3.15,1021.57,1000,1000,1003.11,207.77,0,3.77
14655,-126.87,0.77,-2.97,-0.01,0,1,-0.03,-0.31,0.07,0.11,-0.06,0.6,0.14,-0.11,0.46,0,-0.61,0.91,0,-2.34,3.15,1021.52,1000,1000,1003.17,207.26,0,3.77
14674,-126.91,0.76,-2.97,-0.01,0,1,0.4,0,0.32,0.08,0.02,0.64,0.13,0.09,0.55,0,-0.61,0.92,0,-2.34,3.14,1021.52,1000,1000,1003.14,207.14,0,3.76
14683,-126.95,0.74,-2.96,-0.02,0,1,0.34,-0.06,-0.9,0.11,0.03,0.57,0.16,0.07,0.17,0,-0.6,0.91,-0.01,-2.33,3.16,1021.55,1000,1000,1003.21,205.37,0,3.76
14691,-126.99,0.72,-2.95,-0.01,0,1,0.34,-0.31,-0.05,0.16,-0.03,0.42,0.24,-0.02,0.29,0,-0.6,0.91,-0.01,-2.32,3.15,1021.49,1000,1000,1003.2,205.58,0,3.74
14692,-127,0.71,-2.95,-0.01,0,0.99,-0.09,-0.67,-0.17,0.17,-0.01,0.48,0.24,-0.16,0.31,0,-0.6,0.91,-0.01,-2.31,3.15,1021.44,1000,1000,1003.24,205.89,0,3.76
14706,-127.06,0.65,-2.96,-0.01,0,1,0.34,-0.55,-0.05,0.24,-0.07,0.49,0.35,-0.09,0.35,0,-0.59,0.91,-0.02,-2.29,3.15,1021.42,1000,1000,1003.3,207.14,0,3.76
14712,-127.09,0.62,-2.97,-0.01,0,1,0.4,-0.61,0.5,0.25,-0.16,0.53,0.37,-0.16,0.52,0,-0.59,0.92,-0.03,-2.27,3.15,1021.36,1000,1000,1003.31,207.14,0,3.76
14718,-127.12,0.59,-2.98,-0.01,0,1,0.15,-0.37,-0.6,0.28,-0.16,0.72,0.3,-0.16,0.36,0,-0.58,0.92,-0.03,-2.26,3.16,1021.36,1000,1000,1003.4,207.14,0,3.76
14724,-127.15,0.57,-2.99,-0.01,0,1,0.09,-0.61,-0.54,0.21,-0.11,0.69,0.29,-0.18,0.35,0,-0.58,0.92,-0.03,-2.26,3.16,1021.34,1000,1000,1003.43,205.44,0,3.76
14730,-127.18,0.55,-2.99,-0.01,0,1,-0.21,-0.31,-0.17,0.12,-0.05,0.56,0.11,-0.13,0.36,0,-0.58,0.92,-0.02,-2.25,3.16,1021.29,1000,1000,1003.48,205.73,0,3.76
14736,-127.2,0.54,-3,0,0,1,0.03,0.36,-0.6,0.04,-0.1,0.64,-0.04,0.01,0.31,0,-0.58,0.92,-0.01,-2.25,3.16,1021.3,1000,1000,1003.52,205.94,0,3.77
14745,-127.24,0.54,-3.01,-0.01,0,1,-0.03,-0.12,-0.29,0,-0.05,0.43,0.02,-0.07,0.24,0,-0.58,0.92,-0.02,-2.25,3.17,1021.33,1000,1000,1003.55,205.94,0,3.76
14751,-127.26,0.54,-3.01,-0.01,0,1,0.46,0.24,-0.54,0.01,-0.03,0.78,0.05,0.11,0.43,0,-0.58,0.92,-0.02,-2.26,3.16,1021.33,1000,1000,1003.48,205.48,0,3.76
14757,-127.29,0.54,-3,-0.01,0,0.99,-0.15,0.06,-0.6,0.03,0.02,0.72,-0.02,0,0.36,0,-0.58,0.92,-0.01,-2.25,3.16,1021.3,1000,1000,1003.52,204.22,0,3.76
14763,-127.32,0.54,-3,-0.01,0,1,-0.21,-0.06,-0.9,-0.04,-0.11,0.46,-0.06,-0.13,0.09,0,-0.58,0.92,-0.01,-2.25,3.18,1021.32,1000,1000,1003.6,205.95,0,3.76
14769,-127.35,0.55,-3.01,-0.01,0.01,0.99,-0.09,-0.19,0.13,-0.07,-0.01,0.33,-0.03,-0.06,0.28,0,-0.58,0.92,-0.01,-2.25,3.17,1021.33,1000,1000,1003.56,207.41,0,3.76
14772,-127.38,0.55,-3.01,-0.01,0,1,0.15,0,0.01,-0.08,0,0.61,-0.03,0.03,0.45,0,-0.58,0.92,-0.01,-2.26,3.16,1021.32,1000,1000,1003.5,207.21,0,3.76
14779,-127.42,0.55,-3.01,-0.01,0,1,-0.21,-0.19,-1.03,0.06,-0.05,0.48,0.04,-0.12,0.08,0,-0.58,0.92,-0.02,-2.25,3.18,1021.36,1000,1000,1003.59,206.78,0,3.74
14788,-127.46,0.54,-3.02,-0.01,0,1,-0.28,0.06,-0.29,0.01,-0.05,0.52,-0.06,-0.08,0.3,0,-0.58,0.92,-0.01,-2.25,3.17,1021.32,1000,1000,1003.58,206.11,0,3.76
14794,-127.48,0.55,-3.02,-0.02,0,1,0.15,0.12,-0.17,-0.09,-0.03,0.56,-0.06,0.03,0.36,0,-0.58,0.92,-0.01,-2.26,3.17,1021.34,1000,1000,1003.55,206.07,0,3.76
14808,-127.54,0.56,-3.01,-0.01,0,1,0.27,0.49,-0.05,-0.09,0.02,0.5,-0.11,0.16,0.35,0,-0.58,0.92,-0.01,-2.27,3.17,1021.35,1000,1000,1003.5,206.68,0,3.76
14814,-127.56,0.57,-3,-0.01,0,1,-0.21,0,-0.29,0.02,0.05,0.61,-0.02,0,0.37,0,-0.58,0.92,-0.01,-2.26,3.16,1021.32,1000,1000,1003.48,207.26,0,3.76
14821,-127.6,0.57,-2.99,-0.01,0,1,-0.15,0.3,-0.48,-0.02,-0.02,0.49,-0.1,0.01,0.23,0,-0.58,0.92,-0.01,-2.26,3.17,1021.33,1000,1000,1003.52,206.39,0,3.76
14827,-127.63,0.58,-2.99,-0.01,0,1.01,-0.15,-0.12,0.13,-0.07,0.03,0.6,-0.05,-0.03,0.48,0,-0.58,0.92,-0.01,-2.27,3.15,1021.29,1000,1000,1003.45,207.61,0,3.76
14833,-127.66,0.58,-2.99,-0.01,0,1,0.21,0,0.32,-0.01,-0.11,0.56,0.04,-0.04,0.49,0,-0.58,0.92,-0.01,-2.27,3.16,1021.31,1000,1000,1003.43,207.94,0,3.76
14839,-127.68,0.58,-2.99,-0.01,0,1,-0.28,0.06,0.07,0.01,-0.03,0.66,-0.06,-0.06,0.5,0,-0.58,0.92,-0.01,-2.26,3.16,1021.28,1000,1000,1003.46,206.37,0,3.75
14845,-127.71,0.57,-2.99,-0.01,0.01,1,-0.15,-0.12,-0.54,0.03,-0.03,0.42,0.02,-0.07,0.16,0,-0.58,0.92,-0.01,-2.26,3.17,1021.36,1000,1000,1003.52,206.16,0,3.76
14851,-127.74,0.57,-3.01,-0.01,0,1,-0.03,-0.31,-0.05,0,-0.13,0.38,0.05,-0.16,0.26,0,-0.58,0.92,-0.01,-2.26,3.17,1021.35,1000,1000,1003.53,205.29,0,3.76
14857,-127.77,0.56,-3.02,-0.01,0,0.99,0.03,0.18,-0.48,0.05,-0.06,0.63,0.01,0,0.33,0,-0.58,0.92,-0.01,-2.26,3.17,1021.36,1000,1000,1003.51,206.4,0,3.76
14866,-127.8,0.56,-3.01,-0.01,0,1,0.03,-0.19,-0.05,0.01,0.04,0.48,0.05,0,0.34,0,-0.58,0.92,-0.01,-2.26,3.17,1021.35,1000,1000,1003.49,206.4,0,3.76
14872,-127.83,0.56,-3,-0.01,0.01,1,-0.09,-0.12,-0.54,0.05,-0.02,0.69,0.04,-0.06,0.36,0,-0.58,0.92,-0.02,-2.26,3.17,1021.33,1000,1000,1003.5,206.4,0,3.76
14878,-127.87,0.54,-3.02,-0.01,0,1,0.15,-0.25,-0.17,0.13,-0.15,0.61,0.17,-0.13,0.4,0,-0.57,0.92,-0.02,-2.25,3.17,1021.33,1000,1000,1003.52,204.19,0,3.76
14887,-127.91,0.52,-3.02,-0.01,0,1,0.15,-0.25,0.19,0.06,-0.06,0.51,0.12,-0.06,0.43,0,-0.57,0.92,-0.02,-2.24,3.17,1021.31,1000,1000,1003.55,206.13,0,3.7
14895,-127.94,0.51,-3.02,-0.01,0,1,0.03,0,-0.72,0.14,-0.03,0.57,0.11,-0.02,0.22,0,-0.57,0.92,-0.02,-2.24,3.18,1021.34,1000,1000,1003.6,205.93,0,3.76
